Tariff Item,Harmonized System (HS) Heading,Indicative Description,code    subgroup,,stage
2009.69.10,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Grape juice (including grape must): Other: Grape concentrate, of a Brix value not less than 68, for use in the manufacture of fruit juices or beverages; Grape juice for wine-making",200969,10,2
2009.69.90,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Grape juice (including grape must): Other: Other,200969,90,2
2009.71.10,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Apple juice: Of a Brix value not exceeding 20: Reconstituted,200971,10,2
2009.71.90,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Apple juice: Of a Brix value not exceeding 20: Other,200971,90,2
2009.79.11,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Apple juice: Other: Concentrated: For use in the manufacture of fruit juices, juice beverages or fruit snack products",200979,11,2
2009.79.19,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Apple juice: Other: Concentrated: Other,200979,19,2
2009.79.90,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Apple juice: Other: Other,200979,90,2
2009.81.00,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Juice of any other single fruit, nut or vegetable: Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos) juice; lingonberry (Vaccinium vitis-idaea) juice: Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos) juice; lingonberry (Vaccinium vitis-idaea) juice",200981,00,2
2009.89.10,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Juice of any other single fruit, nut or vegetable: Other: Of a fruit",200989,10,2
2009.89.20,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Juice of any other single fruit, nut or vegetable: Other: Of a vegetable",200989,20,2
2009.90.10,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Mixtures of juices: Of citrus fruit juices, dehydrated",200990,10,2
2009.90.20,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Mixtures of juices: Of orange and grapefruit juices, other than dehydrated",200990,20,2
2009.90.30,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.","Mixtures of juices: Of other fruit juices, whether or not dehydrated",200990,30,2
2009.90.40,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter.",Mixtures of juices: Of vegetable juices,200990,40,2
2101.11.10,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof.","Extracts, essences and concentrates, of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee: Extracts, essences and concentrates: Instant coffee, not flavoured",210111,10,2
2101.11.90,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof.","Extracts, essences and concentrates, of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee: Extracts, essences and concentrates: Other",210111,90,2
2101.12.00,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof.","Extracts, essences and concentrates, of coffee, and preparations with a basis of these extracts, essences or concentrates or with a basis of coffee: Preparations with a basis of extracts, essences or concentrates or with a basis of coffee",210112,00,2
2101.20.00,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof.","Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or maté",210120,00,2
2101.30.00,"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof.","Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",210130,00,2
2102.10.00,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 30.02); prepared baking powders.",Active yeasts,210210,00,2
2102.20.00,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 30.02); prepared baking powders.","Inactive yeasts; other single-cell micro-organisms, dead",210220,00,2
2102.30.00,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 30.02); prepared baking powders.",Prepared baking powders,210230,00,2
2103.90.20,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard.,Other: Mixed condiments and mixed seasonings,210390,20,2
2103.90.90,Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard.,Other: Other,210390,90,2
2104.20.00,Soups and broths and preparations therefor; homogenized composite food preparations.,Homogenized composite food preparations,210420,00,2
2105.00.10,"Ice cream and other edible ice, whether or not containing cocoa.",Flavoured ice and ice sherbets,210500,10,2
2105.00.91,"Ice cream and other edible ice, whether or not containing cocoa.",Other: Within access commitment,210500,91,2
2106.10.00,Food preparations not elsewhere specified or included.,Protein concentrates and textured protein substances,210610,00,2
2106.90.10,Food preparations not elsewhere specified or included.,Other: Cream of coconut syrup for use in the manufacture of beverages; Elderberry flower concentrate and Limeflower concentrate for use in the manufacture of beverages; Nutmeat substitutes; Sour dough flavouring ingredients; Tea substitutes; Vegetable preparations for use as flavouring,210690,10,2
2106.90.29,Food preparations not elsewhere specified or included.,"Other: Syrups derived from cane or beet sugar, containing added colouring matter; Food concentrates and fruit syrups for use in beverages or other food preparations: Other",210690,29,2
2106.90.31,Food preparations not elsewhere specified or included.,"Other: Milk, cream or butter substitutes and preparations suitable for use as butter substitutes: Milk, cream or butter substitutes, containing 50% or more by weight of dairy content, within access commitment",210690,31,2
2106.90.33,Food preparations not elsewhere specified or included.,"Other: Milk, cream or butter substitutes and preparations suitable for use as butter substitutes: Preparations, containing more than 15% by weight of milk fat but less than 50% by weight of dairy content, suitable for use as butter substitutes, within access commitment",210690,33,2
2106.90.41,Food preparations not elsewhere specified or included.,"Other: Cheese fondue; Popping corn, prepared and packaged for use with microwave ovens; Protein hydrolysates: Cheese fondue; Popping corn, prepared and packaged for use with microwave ovens",210690,41,2
2106.90.42,Food preparations not elsewhere specified or included.,"Other: Cheese fondue; Popping corn, prepared and packaged for use with microwave ovens; Protein hydrolysates: Protein hydrolysates",210690,42,2
